category,url,job_id,title,company,location,contract_type,salary,published_date,short_description,remote,experience,scraped_at
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73737074.html,73737074,Hôte de Caisse H/F,Supplay,"11,88 - 12 € / heure",CDI,"11,88 - 12 € / heure",il y a 6 heures,"Hôte de Caisse H/F
Supplay
Wittenheim - 68
CDI
11,88 - 12 € / heure
... - Vous maîtrisez les outils d'encaissement - Fiable, réactif(ve) et organisé(e), vous savez gérer les situations avec calme et professionnalisme.
Voir l’offre
il y a 6 heures",False,,2025-12-16T10:30:15.200063
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736754.html,73736754,Employé Libre Service Fruits et Légumes H/F,Tikerné RH,12 - 13 € / heure,Intérim,12 - 13 € / heure,il y a 8 heures,"Employé Libre Service Fruits et Légumes H/F
Tikerné RH
Châteaulin - 29
Intérim
12 - 13 € / heure
3 mois
... réactif(ve) Ce poste vous correspond ? N'attendez plus et postulez à l'adresse suivante : ****@****.** ou appelez-nous au **.**.**.**.**.
Voir l’offre
il y a 8 heures",False,,2025-12-16T10:30:15.662055
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736749.html,73736749,Responsable Caisse - Accueil - GMS H/F,Servagroupe Laval,2 000 - 2 500 € / mois,CDI,2 000 - 2 500 € / mois,il y a 8 heures,"Responsable Caisse - Accueil - GMS H/F
Servagroupe Laval
Laval - 53
CDI
2 000 - 2 500 € / mois
Vous avez envie de vous investir et d'évoluer au sein d'une équipe de passionnés et qui saura reconnaître votre talent...
Voir l’offre
il y a 8 heures",False,,2025-12-16T10:30:16.097875
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736620.html,73736620,Employé Libre Service H/F,Arobase Emploi,Fleurance - 32,Intérim,"11,88 € / heure",il y a 8 heures,"Employé Libre Service H/F
Arobase Emploi
Fleurance - 32
Intérim
11,88 € / heure
1 mois
... bon sens du service client et une première expérience en grande distribution ou en métiers de bouche seraient un plus.
Voir l’offre
il y a 8 heures",False,,2025-12-16T10:30:16.519744
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736550.html,73736550,Hote de Caisse H/F,Jubil Intérim,Solliès-Pont - 83,Intérim,"11,88 € / heure",il y a 8 heures,"Hote de Caisse H/F
Jubil Intérim
Solliès-Pont - 83
Intérim
11,88 € / heure
1 mois
... sur un poste similaire - Véhiculée -Disponible en journée et le samedi si besoin -Etre polyvalente
Voir l’offre
il y a 8 heures",False,,2025-12-16T10:30:16.972338
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736541.html,73736541,Opticien H/F,Tribay,2 500 - 2 900 € / mois,CDI,2 500 - 2 900 € / mois,il y a 8 heures,"Opticien H/F
Tribay
Pau - 64
CDI
2 500 - 2 900 € / mois
... - Excellente présentation et aisance relationnelle Vous voyez grand et vous aimez les défis ? Envoyez-nous votre candidature !
Voir l’offre
il y a 8 heures",False,,2025-12-16T10:30:17.406051
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736133.html,73736133,Responsable de Caisse H/F,Mr Bricolage,Strasbourg - 67,CDI,21 622 € / an,il y a 8 heures,"Responsable de Caisse H/F
Mr Bricolage
Strasbourg - 67
CDI
21 622 € / an
... ! Grâce à l'accueil et à la sympathie de ton équipe, nos clients passeront une belle journée ! ...
Voir l’offre
il y a 8 heures",False,,2025-12-16T10:30:17.829514
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736110.html,73736110,Responsable Magasin H/F,Sup Interim,"11,88 - 12 € / heure",Intérim,"11,88 - 12 € / heure",il y a 8 heures,"Responsable Magasin H/F
Sup Interim
Thise - 25
Intérim
11,88 - 12 € / heure
Travail de jour
+ 1
... à l'aise en commerce, animation, approvisionnement et magasinage. - Rigoureux(se) et organisé(e) : des qualités essentielles...
Voir l’offre
il y a 8 heures",False,,2025-12-16T10:30:18.296265
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73736059.html,73736059,Employé Libre Service H/F,SENSACE Temporaire,Valdahon - 25,CDI,"11,88 € / heure",il y a 9 heures,"Employé Libre Service H/F
SENSACE Temporaire
Valdahon - 25
CDI
11,88 € / heure
... première rencontre et votre prise de poste), - Et surtout, un vrai bon match entre vos envies, la mission...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:18.730486
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73735970.html,73735970,Adjoint Responsable Magasin H/F,Partnaire,2 500 - 3 300 € / mois,CDI,2 500 - 3 300 € / mois,il y a 9 heures,"Adjoint Responsable Magasin H/F
Partnaire
Belfort - 90
CDI
2 500 - 3 300 € / mois
Travail de jour
... management commercial sont reconnues. Si vous vous reconnaissez, contactez nous au **.**.**.**.** ou par mail sur ****@****.** ...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:19.224463
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73735819.html,73735819,Employé Libre Service Polyvalent H/F,Sup Interim,Aiserey - 21,Intérim,"11,88 € / heure",il y a 9 heures,"Employé Libre Service Polyvalent H/F
Sup Interim
Aiserey - 21
Intérim
11,88 € / heure
Travail de jour
+ 1
... préalable dans la vente au détail appréciée, Savoir-être : Souriant(e), Bon sens de l'organisationCapacité à travailler...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:19.697249
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73735539.html,73735539,Employe Service Client H/F,Sup Interim,22 000 - 25 000 € / an,Intérim,22 000 - 25 000 € / an,il y a 9 heures,"Employe Service Client H/F
Sup Interim
Argentan - 61
Intérim
22 000 - 25 000 € / an
Travail de jour
+ 1
Connaissance - R2000x - Stats R2000X - Transit - Microsoft Office - Noa - Outlook - Eliot Première...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:20.183416
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73735483.html,73735483,Employé de Rayon Fruits et Légumes H/F,SENSACE Temporaire,Saint-Vit - 25,Temps partiel,"11,88 € / heure",il y a 9 heures,"Employé de Rayon Fruits et Légumes H/F
SENSACE Temporaire
Saint-Vit - 25
Intérim
Temps partiel
11,88 € / heure
+ 1
... Rue des Belles Ouvrières, 25410 Saint-Vit Avec notre agence, vous n'êtes pas qu'un CV : - On vous...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:20.663669
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73735296.html,73735296,Merchandiser H/F,Top Selling,Narbonne - 11,Temps partiel,"11,88 € / heure",il y a 9 heures,"Merchandiser H/F
Top Selling
Narbonne - 11
CDD
Temps partiel
11,88 € / heure
+ 1
... - Dynamique, sociable - Motivé et tenace - Aimant le challenge Vous pensez avoir le profil idéal...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:21.100072
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73734944.html,73734944,Responsable de Secteur H/F,Aquila RH,Cessieu - 38,Intérim,15 € / heure,il y a 9 heures,"Responsable de Secteur H/F
Aquila RH
Cessieu - 38
Intérim
15 € / heure
416 jours
... Capacité à gérer les imprévus et à prioriser les tâches Profil recherché Expérience confirmée...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:21.583777
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73734942.html,73734942,Employé de Rayon H/F,Aquila RH,Le Havre - 76,Intérim,12 € / heure,il y a 9 heures,"Employé de Rayon H/F
Aquila RH
Le Havre - 76
Intérim
12 € / heure
60 jours
... Vous bénéficiez d'un réel sens du commerce. Ce poste est ouvert aux personnes en situation de handicap....
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:22.027326
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73734842.html,73734842,Employé de Rayon H/F,Lynx RH,Saint-Paul-sur-Save - 31,CDI,,il y a 9 heures,"Employé de Rayon H/F
Lynx RH
Saint-Paul-sur-Save - 31
CDI
... client recherche un employé commercial polyvalent pour son rayon frais (produits laitiers, charcuterie, traiteur, etc.). Vos missions...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:22.417743
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73734354.html,73734354,Chef de Rayon Produits Frais H/F,Lynx RH,Saint-Paul-sur-Save - 31,CDI,,il y a 9 heures,"Chef de Rayon Produits Frais H/F
Lynx RH
Saint-Paul-sur-Save - 31
CDI
... que Chef de Secteur, vous serez garant de la performance commerciale, de l'organisation opérationnelle et du management de votre périmètre....
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:22.825405
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73734302.html,73734302,Employé Rayon Charcuterie Traiteur H/F,Aquila RH,Aizenay - 85,Intérim,"11,88 € / heure",il y a 9 heures,"Employé Rayon Charcuterie Traiteur H/F
Aquila RH
Aizenay - 85
Intérim
11,88 € / heure
513 jours
... De formation CAP/BEP Vente, vous justifiez d'une expérience sur un poste similaire. Vous aimez échanger...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:23.279570
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73733204.html,73733204,Manager de Rayon H/F,Randstad,30 000 - 32 000 € / an,CDI,30 000 - 32 000 € / an,il y a 9 heures,"Manager de Rayon H/F
Randstad
Plérin - 22
CDI
30 000 - 32 000 € / an
... preuve de créativité pour développer activement votre rayon. Votre orientation client, votre capacité à animer une équipe, votre organisation,...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:40.018604
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732764.html,73732764,Responsable Magasin H/F,Start People,Cholet - 49,CDI,2 200 € / mois,il y a 9 heures,"Responsable Magasin H/F
Start People
Cholet - 49
CDI
2 200 € / mois
... de personnes en situation de handicap Cette mission vous intéresse ? Lancez-vous et postulez dès maintenant ! Notre agence revient...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:40.470293
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732609.html,73732609,Adjoint Responsable Caisse H/F,Start People.,"11,88 - 12,50 € / heure",Intérim,"11,88 - 12,50 € / heure",il y a 9 heures,"Adjoint Responsable Caisse H/F
Start People.
Cognac - 16
Intérim
11,88 - 12,50 € / heure
1 mois
Votre profilVous disposez d'une première expérience réussie en caisse, idéalement dans la grande distribution ou le commerce alimentaire Une...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:40.989106
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732602.html,73732602,Employe de Libre Service H/F,Start People.,Guerlédan - 22,Intérim,"11,88 € / heure",il y a 9 heures,"Employe de Libre Service H/F
Start People.
Guerlédan - 22
Intérim
11,88 € / heure
7 jours
... vous pourrez échanger avec un(e) chargé(e) de recrutement, afin qu'il valide l'adéquation de votre profil. Nous vous accueillerons ensuite en...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:41.473282
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732538.html,73732538,Responsable Magasin H/F,Start People,2 000 - 2 300 € / mois,CDI,2 000 - 2 300 € / mois,il y a 9 heures,"Responsable Magasin H/F
Start People
Colmar - 68
CDI
2 000 - 2 300 € / mois
... -Dynamique -Rigoureux -A l'aise avec le relationnel -A l'aise avec le management -Organisé -Maitrise...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:41.944713
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732511.html,73732511,Hote de Caisse H/F,Start People.,Montluçon - 03,Intérim,"11,88 € / heure",il y a 9 heures,"Hote de Caisse H/F
Start People.
Montluçon - 03
Intérim
11,88 € / heure
18 mois
... de votre profil. Nous vous accueillerons ensuite en agence pour vous faire passer des tests sécurité et finaliser votre inscription.
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:42.363868
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732255.html,73732255,Responsable de Boutique à la Ferme - 77 H/F,Join Us,28 000 - 30 000 € / an,CDI,28 000 - 30 000 € / an,il y a 9 heures,"Responsable de Boutique à la Ferme - 77 H/F
Join Us
Super recruteur
Lagny-sur-Marne - 77
CDI
28 000 - 30 000 € / an
... est exigée (min. 5 ans) - tout comme une première expérience de gestion administrative en boutique & management d'équipe. L'expérience...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:42.857910
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732227.html,73732227,Adjoint Responsable Drive H/F,Auchan Retail France,29 250 - 35 100 € / an,CDI,29 250 - 35 100 € / an,il y a 9 heures,"Adjoint Responsable Drive H/F
Auchan Retail France
La Seyne-sur-Mer - 83
CDI
29 250 - 35 100 € / an
... Chez Auchan, nous sommes convaincus que la diversité fait la richesse d'une entreprise. Nous étudions à compétences égales chaque candidature...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:43.324227
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732226.html,73732226,Equipier Magasin Droguerie Parfumerief - H H/F,Auchan Retail France,23 910 - 24 160 € / an,CDI,23 910 - 24 160 € / an,il y a 9 heures,"Equipier Magasin Droguerie Parfumerief - H H/F
Auchan Retail France
Châteauroux - 36
CDI
23 910 - 24 160 € / an
Chez Auchan, nous sommes convaincus que la diversité fait la richesse d'une entreprise. Nous étudions à compétences égales chaque candidature...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:43.744372
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732215.html,73732215,Manager de Rayons Frais ou Pgc - Zone de Vie Caen H/F,Auchan Retail France,32 000 - 38 000 € / an,CDI,32 000 - 38 000 € / an,il y a 9 heures,"Manager de Rayons Frais ou Pgc - Zone de Vie Caen H/F
Auchan Retail France
Caen - 14
CDI
32 000 - 38 000 € / an
... Nous nous mobilisons au quotidien autour de 4 piliers de responsabilité sociétale et environnementale majeurs : Offre...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:44.240641
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732197.html,73732197,Equipier Commerce H/F,Auchan Retail France,23 910 - 24 160 € / an,CDI,23 910 - 24 160 € / an,il y a 9 heures,"Equipier Commerce H/F
Auchan Retail France
Louvroil - 59
CDI
23 910 - 24 160 € / an
... plus sur nos engagements ? Nous nous mobilisons au quotidien autour de 4 piliers de responsabilité sociétale...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:44.718727
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732182.html,73732182,Responsable de Magasin H/F,Jacadi,24 180 - 31 200 € / an,CDI,24 180 - 31 200 € / an,il y a 9 heures,"Responsable de Magasin H/F
Jacadi
Saint-Genis-Laval - 69
CDI
24 180 - 31 200 € / an
… : d'expériences managériales significatives dans le prêt-à-porter ou la distribution spécialisée. Vous faites preuve de leadership et…
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:45.283565
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732171.html,73732171,CDD Equipier de Commerce H/F,Auchan Retail France,23 712 - 24 661 € / an,CDD,23 712 - 24 661 € / an,il y a 9 heures,"CDD Equipier de Commerce H/F
Auchan Retail France
Crest - 26
CDD
23 712 - 24 661 € / an
1 mois
... de handicap - #tous égaux, tous différents ! Vous voulez en savoir plus sur nos engagements ?...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:45.813773
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732167.html,73732167,Equipier de Commerce Fruits et Legumes H/F,Auchan Retail France,23 910 - 24 160 € / an,CDI,23 910 - 24 160 € / an,il y a 9 heures,"Equipier de Commerce Fruits et Legumes H/F
Auchan Retail France
Bordeaux - 33
CDI
23 910 - 24 160 € / an
... piliers de responsabilité sociétale et environnementale majeurs : Offre responsable, Environnement, Solidarité, Humain. Rendez-vous sur : https://www.auchan-agit.fr.
Voir l’offre
il y a 9 heu",False,,2025-12-16T10:30:46.263998
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732117.html,73732117,Responsable de Magasin - Prêt-À-Porter H/F,Talents Commerciaux,31 000 - 34 000 € / an,CDI,31 000 - 34 000 € / an,il y a 9 heures,"Responsable de Magasin - Prêt-À-Porter H/F
Talents Commerciaux
Thonon-les-Bains - 74
CDI
31 000 - 34 000 € / an
... les moyens en oeuvre pour atteindre vos objectifs. Rémunération fixe + variable En déposant votre CV, vous acceptez...
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:46.710764
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73732050.html,73732050,Directeur de Magasin - Magasin de Sport H/F,SKIILL RECRUTEMENT,2 800 - 3 200 € / mois,CDI,2 800 - 3 200 € / mois,il y a 9 heures,"Directeur de Magasin - Magasin de Sport H/F
SKIILL RECRUTEMENT
Sedan - 08
CDI
2 800 - 3 200 € / mois
… Notre client, une grande enseigne spécialisée dans la distribution DIRECTEUR DE MAGASIN H/F sur Sedan (08). Magasin…
Voir l’offre
il y a 9 heures",False,,2025-12-16T10:30:47.124092
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/72435019.html,72435019,Manager de Rayon Frais H/F,Groupement Mousquetaires,Bozouls - 12,CDI,,il y a 10 heures,"Manager de Rayon Frais H/F
Groupement Mousquetaires
Bozouls - 12
CDI
... votre expérience, composée d'un salaire fixe + prime + participation + mutuelle, 5 semaines de congés payés et 5% de...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:30:47.600201
